set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
Reactome|REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,Reactome,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,M721,R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",https://www.reactome.org/content/detail/R-HSA-72662,60,54,0.9,redundant,Reactome|REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,0.5242718446601942
Reactome|REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE,Reactome,REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE,M27180,R-HSA-2485179,Activation of the phototransduction cascade,https://www.reactome.org/content/detail/R-HSA-2485179,11,1,0.09090909090909091,source_too_small,NA,NA
Reactome|REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,Reactome,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,M9694,R-HSA-68962,Activation of the pre-replicative complex,https://www.reactome.org/content/detail/R-HSA-68962,33,3,0.09090909090909091,too_few_measured,NA,NA
Reactome|REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,Reactome,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,M27765,R-HSA-8866907,Activation of the TFAP2 (AP-2) family of transcription factors,https://www.reactome.org/content/detail/R-HSA-8866907,12,0,0,source_too_small,NA,NA
Reactome|REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,Reactome,REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,M27054,R-HSA-187015,Activation of TRKA receptors,https://www.reactome.org/content/detail/R-HSA-187015,6,0,0,source_too_small,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELING_OF_CL,Reactome,REACTOME_ACYL_CHAIN_REMODELING_OF_CL,M26958,R-HSA-1482798,Acyl chain remodeling of CL,https://www.reactome.org/content/detail/R-HSA-1482798,6,3,0.5,source_too_small,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,Reactome,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,M26959,R-HSA-1482883,Acyl chain remodeling of DAG and TAG,https://www.reactome.org/content/detail/R-HSA-1482883,7,2,0.2857142857142857,source_too_small,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,Reactome,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,M643,R-HSA-1482788,Acyl chain remodelling of PC,https://www.reactome.org/content/detail/R-HSA-1482788,27,2,0.07407407407407407,too_few_measured,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,Reactome,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,M702,R-HSA-1482839,Acyl chain remodelling of PE,https://www.reactome.org/content/detail/R-HSA-1482839,29,2,0.06896551724137931,too_few_measured,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,Reactome,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,M700,R-HSA-1482925,Acyl chain remodelling of PG,https://www.reactome.org/content/detail/R-HSA-1482925,18,0,0,too_few_measured,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,Reactome,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,M626,R-HSA-1482922,Acyl chain remodelling of PI,https://www.reactome.org/content/detail/R-HSA-1482922,17,1,0.058823529411764705,too_few_measured,NA,NA
Reactome|REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,Reactome,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,M703,R-HSA-1482801,Acyl chain remodelling of PS,https://www.reactome.org/content/detail/R-HSA-1482801,22,1,0.045454545454545456,too_few_measured,NA,NA
Reactome|REACTOME_ADAPTIVE_IMMUNE_SYSTEM,Reactome,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,M1058,R-HSA-1280218,Adaptive Immune System,https://www.reactome.org/content/detail/R-HSA-1280218,976,254,0.26024590163934425,source_too_large,NA,NA
Reactome|REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,Reactome,REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,M19522,R-HSA-170660,Adenylate cyclase activating pathway,https://www.reactome.org/content/detail/R-HSA-170660,10,0,0,source_too_small,NA,NA
Reactome|REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,Reactome,REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,M750,R-HSA-170670,Adenylate cyclase inhibitory pathway,https://www.reactome.org/content/detail/R-HSA-170670,14,3,0.21428571428571427,source_too_small,NA,NA
Reactome|REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,Reactome,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,M11980,R-HSA-418990,Adherens junctions interactions,https://www.reactome.org/content/detail/R-HSA-418990,246,71,0.2886178861788618,redundant,Reactome|REACTOME_CELL_CELL_COMMUNICATION,0.7029702970297029
Reactome|REACTOME_ADIPOGENESIS,Reactome,REACTOME_ADIPOGENESIS,M48259,R-HSA-9843745,Adipogenesis,https://www.reactome.org/content/detail/R-HSA-9843745,109,16,0.14678899082568808,retained,NA,NA
Reactome|REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,Reactome,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,M29837,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,https://www.reactome.org/content/detail/R-HSA-9660821,43,13,0.3023255813953488,too_few_measured,NA,NA
Reactome|REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,Reactome,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,M811,R-HSA-418592,ADP signalling through P2Y purinoceptor 1,https://www.reactome.org/content/detail/R-HSA-418592,25,8,0.32,too_few_measured,NA,NA
Reactome|REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,Reactome,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,M841,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,https://www.reactome.org/content/detail/R-HSA-392170,22,8,0.36363636363636365,too_few_measured,NA,NA
Reactome|REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,Reactome,REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,M10679,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",https://www.reactome.org/content/detail/R-HSA-400042,28,7,0.25,too_few_measured,NA,NA
Reactome|REACTOME_ADRENOCEPTORS,Reactome,REACTOME_ADRENOCEPTORS,M27302,R-HSA-390696,Adrenoceptors,https://www.reactome.org/content/detail/R-HSA-390696,9,0,0,source_too_small,NA,NA
Reactome|REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,Reactome,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,M975,R-HSA-879415,Advanced glycosylation endproduct receptor signaling,https://www.reactome.org/content/detail/R-HSA-879415,13,8,0.6153846153846154,source_too_small,NA,NA
Reactome|REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Reactome,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,M516,R-HSA-1428517,Aerobic respiration and respiratory electron transport,https://www.reactome.org/content/detail/R-HSA-1428517,261,187,0.7164750957854407,retained,NA,NA
Reactome|REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,Reactome,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,M27449,R-HSA-5423646,Aflatoxin activation and detoxification,https://www.reactome.org/content/detail/R-HSA-5423646,18,5,0.2777777777777778,too_few_measured,NA,NA
Reactome|REACTOME_AGGREPHAGY,Reactome,REACTOME_AGGREPHAGY,M29830,R-HSA-9646399,Aggrephagy,https://www.reactome.org/content/detail/R-HSA-9646399,44,21,0.4772727272727273,retained,NA,NA
Reactome|REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,Reactome,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,M3862,R-HSA-198323,AKT phosphorylates targets in the cytosol,https://www.reactome.org/content/detail/R-HSA-198323,14,5,0.35714285714285715,source_too_small,NA,NA
Reactome|REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,Reactome,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,M27095,R-HSA-198693,AKT phosphorylates targets in the nucleus,https://www.reactome.org/content/detail/R-HSA-198693,10,2,0.2,source_too_small,NA,NA
Reactome|REACTOME_ALK_MUTANTS_BIND_TKIS,Reactome,REACTOME_ALK_MUTANTS_BIND_TKIS,M42522,R-HSA-9700645,ALK mutants bind TKIs,https://www.reactome.org/content/detail/R-HSA-9700645,12,6,0.5,source_too_small,NA,NA
Reactome|REACTOME_ALPHA_DEFENSINS,Reactome,REACTOME_ALPHA_DEFENSINS,M26955,R-HSA-1462054,Alpha-defensins,https://www.reactome.org/content/detail/R-HSA-1462054,10,0,0,source_too_small,NA,NA
Reactome|REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,Reactome,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,M27114,R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,https://www.reactome.org/content/detail/R-HSA-2046104,13,5,0.38461538461538464,source_too_small,NA,NA
Reactome|REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,Reactome,REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,M27292,R-HSA-389599,Alpha-oxidation of phytanate,https://www.reactome.org/content/detail/R-HSA-389599,6,2,0.3333333333333333,source_too_small,NA,NA
Reactome|REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,Reactome,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,M29827,R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,https://www.reactome.org/content/detail/R-HSA-9645460,11,1,0.09090909090909091,source_too_small,NA,NA
Reactome|REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,Reactome,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,M27024,R-HSA-173736,Alternative complement activation,https://www.reactome.org/content/detail/R-HSA-173736,5,0,0,source_too_small,NA,NA
Reactome|REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,Reactome,REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,M5868,R-HSA-375280,Amine ligand-binding receptors,https://www.reactome.org/content/detail/R-HSA-375280,42,0,0,too_few_measured,NA,NA
Reactome|REACTOME_AMINO_ACIDS_REGULATE_MTORC1,Reactome,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,M29825,R-HSA-9639288,Amino acids regulate mTORC1,https://www.reactome.org/content/detail/R-HSA-9639288,55,20,0.36363636363636365,retained,NA,NA
Reactome|REACTOME_AMINO_ACID_CONJUGATION,Reactome,REACTOME_AMINO_ACID_CONJUGATION,M26968,R-HSA-156587,Amino Acid conjugation,https://www.reactome.org/content/detail/R-HSA-156587,9,0,0,source_too_small,NA,NA
Reactome|REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,Reactome,REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,M50270,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),https://www.reactome.org/content/detail/R-HSA-9931269,55,40,0.7272727272727273,redundant,Reactome|REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.6363636363636364
Reactome|REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,Reactome,REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,M26990,R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity,https://www.reactome.org/content/detail/R-HSA-163680,8,3,0.375,source_too_small,NA,NA
Reactome|REACTOME_AMYLOID_FIBER_FORMATION,Reactome,REACTOME_AMYLOID_FIBER_FORMATION,M27958,R-HSA-977225,Amyloid fiber formation,https://www.reactome.org/content/detail/R-HSA-977225,110,12,0.10909090909090909,too_few_measured,NA,NA
Reactome|REACTOME_ANCHORING_FIBRIL_FORMATION,Reactome,REACTOME_ANCHORING_FIBRIL_FORMATION,M27161,R-HSA-2214320,Anchoring fibril formation,https://www.reactome.org/content/detail/R-HSA-2214320,15,4,0.26666666666666666,too_few_measured,NA,NA
Reactome|REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,Reactome,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,M27478,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,https://www.reactome.org/content/detail/R-HSA-5620912,97,20,0.20618556701030927,redundant,Reactome|REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0.7307692307692307
Reactome|REACTOME_ANDROGEN_BIOSYNTHESIS,Reactome,REACTOME_ANDROGEN_BIOSYNTHESIS,M504,R-HSA-193048,Androgen biosynthesis,https://www.reactome.org/content/detail/R-HSA-193048,11,1,0.09090909090909091,source_too_small,NA,NA
Reactome|REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,Reactome,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,M601,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,https://www.reactome.org/content/detail/R-HSA-983695,86,5,0.05813953488372093,too_few_measured,NA,NA
Reactome|REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,Reactome,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,M1062,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",https://www.reactome.org/content/detail/R-HSA-983170,29,18,0.6206896551724138,retained,NA,NA
Reactome|REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Reactome,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,M518,R-HSA-1236975,Antigen processing-Cross presentation,https://www.reactome.org/content/detail/R-HSA-1236975,98,55,0.5612244897959183,retained,NA,NA
Reactome|REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,Reactome,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,M1070,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,https://www.reactome.org/content/detail/R-HSA-983168,295,94,0.31864406779661014,redundant,Reactome|REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.7401574803149606
Reactome|REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Reactome,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,M49165,R-HSA-9912633,"Antigen processing: Ub, ATP-independent proteasomal degradation",https://www.reactome.org/content/detail/R-HSA-9912633,19,17,0.8947368421052632,retained,NA,NA
Reactome|REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,Reactome,REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,M550,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,https://www.reactome.org/content/detail/R-HSA-1169410,165,62,0.37575757575757573,redundant,Reactome|REACTOME_INTERFERON_SIGNALING,0.7469879518072289
Reactome|REACTOME_ANTIMICROBIAL_PEPTIDES,Reactome,REACTOME_ANTIMICROBIAL_PEPTIDES,M27627,R-HSA-6803157,Antimicrobial peptides,https://www.reactome.org/content/detail/R-HSA-6803157,98,2,0.02040816326530612,too_few_measured,NA,NA
Reactome|REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,Reactome,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,M29840,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,https://www.reactome.org/content/detail/R-HSA-9662851,133,18,0.13533834586466165,retained,NA,NA
Reactome|REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,Reactome,REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,M1079,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,https://www.reactome.org/content/detail/R-HSA-179409,26,3,0.11538461538461539,too_few_measured,NA,NA
Reactome|REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,Reactome,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,M1039,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,https://www.reactome.org/content/detail/R-HSA-174048,24,2,0.08333333333333333,too_few_measured,NA,NA
Reactome|REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,Reactome,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,M1030,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,https://www.reactome.org/content/detail/R-HSA-174178,61,33,0.5409836065573771,redundant,Reactome|REACTOME_SIGNALING_BY_NOTCH,0.64
Reactome|REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Reactome,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,M29582,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,https://www.reactome.org/content/detail/R-HSA-174143,75,36,0.48,redundant,Reactome|REACTOME_SIGNALING_BY_NOTCH,0.6666666666666666
Reactome|REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,Reactome,REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,M27504,R-HSA-5649702,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,https://www.reactome.org/content/detail/R-HSA-5649702,7,0,0,source_too_small,NA,NA
Reactome|REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,Reactome,REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,M27040,R-HSA-180689,APOBEC3G mediated resistance to HIV-1 infection,https://www.reactome.org/content/detail/R-HSA-180689,5,2,0.4,source_too_small,NA,NA
Reactome|REACTOME_APOPTOSIS,Reactome,REACTOME_APOPTOSIS,M15303,R-HSA-109581,Apoptosis,https://www.reactome.org/content/detail/R-HSA-109581,166,84,0.5060240963855421,redundant,Reactome|REACTOME_PROGRAMMED_CELL_DEATH,0.8316831683168316
Reactome|REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,Reactome,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,M1018,R-HSA-140342,Apoptosis induced DNA fragmentation,https://www.reactome.org/content/detail/R-HSA-140342,13,9,0.6923076923076923,source_too_small,NA,NA
Reactome|REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,Reactome,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,M495,R-HSA-111465,Apoptotic cleavage of cellular proteins,https://www.reactome.org/content/detail/R-HSA-111465,38,16,0.42105263157894735,redundant,Reactome|REACTOME_APOPTOTIC_EXECUTION_PHASE,0.6153846153846154
Reactome|REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,Reactome,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,M9990,R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,https://www.reactome.org/content/detail/R-HSA-351906,11,3,0.2727272727272727,source_too_small,NA,NA
Reactome|REACTOME_APOPTOTIC_EXECUTION_PHASE,Reactome,REACTOME_APOPTOTIC_EXECUTION_PHASE,M2341,R-HSA-75153,Apoptotic execution phase,https://www.reactome.org/content/detail/R-HSA-75153,52,26,0.5,retained,NA,NA
Reactome|REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,Reactome,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,M26909,R-HSA-111471,Apoptotic factor-mediated response,https://www.reactome.org/content/detail/R-HSA-111471,20,9,0.45,too_few_measured,NA,NA
Reactome|REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,Reactome,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,M920,R-HSA-445717,Aquaporin-mediated transport,https://www.reactome.org/content/detail/R-HSA-445717,52,12,0.23076923076923078,too_few_measured,NA,NA
Reactome|REACTOME_ARACHIDONATE_METABOLISM,Reactome,REACTOME_ARACHIDONATE_METABOLISM,M27140,R-HSA-2142753,Arachidonate metabolism,https://www.reactome.org/content/detail/R-HSA-2142753,59,15,0.2542372881355932,retained,NA,NA
Reactome|REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,Reactome,REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,M27338,R-HSA-426048,Arachidonate production from DAG,https://www.reactome.org/content/detail/R-HSA-426048,5,1,0.2,source_too_small,NA,NA
Reactome|REACTOME_ARMS_MEDIATED_ACTIVATION,Reactome,REACTOME_ARMS_MEDIATED_ACTIVATION,M621,R-HSA-170984,ARMS-mediated activation,https://www.reactome.org/content/detail/R-HSA-170984,7,3,0.42857142857142855,source_too_small,NA,NA
Reactome|REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,Reactome,REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,M27793,R-HSA-8937144,Aryl hydrocarbon receptor signalling,https://www.reactome.org/content/detail/R-HSA-8937144,6,3,0.5,source_too_small,NA,NA
Reactome|REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Reactome,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,M894,R-HSA-446203,Asparagine N-linked glycosylation,https://www.reactome.org/content/detail/R-HSA-446203,312,122,0.391025641025641,retained,NA,NA
Reactome|REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,Reactome,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,M27836,R-HSA-8963693,Aspartate and asparagine metabolism,https://www.reactome.org/content/detail/R-HSA-8963693,11,5,0.45454545454545453,source_too_small,NA,NA
Reactome|REACTOME_ASPIRIN_ADME,Reactome,REACTOME_ASPIRIN_ADME,M45014,R-HSA-9749641,Aspirin ADME,https://www.reactome.org/content/detail/R-HSA-9749641,44,4,0.09090909090909091,too_few_measured,NA,NA
Reactome|REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,Reactome,REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,M27934,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,https://www.reactome.org/content/detail/R-HSA-9609736,44,13,0.29545454545454547,too_few_measured,NA,NA
Reactome|REACTOME_ASSEMBLY_AND_RELEASE_OF_DENGUE_VIRUS_VIRIONS,Reactome,REACTOME_ASSEMBLY_AND_RELEASE_OF_DENGUE_VIRUS_VIRIONS,M50258,R-HSA-9918476,Assembly and Release of Dengue Virus Virions,https://www.reactome.org/content/detail/R-HSA-9918476,8,5,0.625,source_too_small,NA,NA
Reactome|REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,Reactome,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,M27839,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,https://www.reactome.org/content/detail/R-HSA-8963889,19,0,0,too_few_measured,NA,NA
Reactome|REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,Reactome,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,M27103,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,https://www.reactome.org/content/detail/R-HSA-2022090,61,17,0.2786885245901639,redundant,Reactome|REACTOME_COLLAGEN_FORMATION,0.8095238095238095
Reactome|REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,Reactome,REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,M27033,R-HSA-175474,Assembly Of The HIV Virion,https://www.reactome.org/content/detail/R-HSA-175474,16,7,0.4375,too_few_measured,NA,NA
Reactome|REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,Reactome,REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,M27658,R-HSA-68616,Assembly of the ORC complex at the origin of replication,https://www.reactome.org/content/detail/R-HSA-68616,68,4,0.058823529411764705,too_few_measured,NA,NA
Reactome|REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,Reactome,REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,M3871,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,https://www.reactome.org/content/detail/R-HSA-390471,39,12,0.3076923076923077,too_few_measured,NA,NA
Reactome|REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,Reactome,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,M27396,R-HSA-4608870,Asymmetric localization of PCP proteins,https://www.reactome.org/content/detail/R-HSA-4608870,51,32,0.6274509803921569,redundant,Reactome|REACTOME_SIGNALING_BY_NOTCH,0.6530612244897959
